image,best_DEM,same_DEM,version,split,disaster,country
nepal-flooding_00000283,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000100,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000257,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000084,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000211,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000115,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000531,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000218,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000452,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000252,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000546,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000529,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000008,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000156,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000217,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000311,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000540,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000003,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000331,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000092,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000588,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000189,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000184,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000316,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000116,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000527,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000399,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000525,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000192,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000595,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000207,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000464,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000165,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000101,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000312,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000522,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000516,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000269,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000482,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000503,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000375,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000107,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000453,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000030,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000091,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000177,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000119,30m,30m,original,validation,nepal-flooding,india
nepal-flooding_00000378,30m,30m,original,validation,nepal-flooding,india
hurricane-florence_00000358,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000450,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000440,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000451,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000261,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000156,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000428,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000153,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000439,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000177,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000142,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000323,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000431,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000178,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000146,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000438,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000162,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000521,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000408,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000102,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000189,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000089,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000092,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-florence_00000166,10m,10m,flipped,validation,hurricane-florence,usa
hurricane-harvey_00000319,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000261,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000077,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000333,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000259,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000447,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000410,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000248,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000316,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000285,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000301,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000336,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000279,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000113,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000135,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000217,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000251,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000111,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000148,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000040,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000272,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000112,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000408,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000356,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000219,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000105,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000106,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000136,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000171,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000238,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000325,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000123,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000198,01m,10m,flipped,validation,hurricane-harvey,usa
hurricane-harvey_00000512,01m,10m,flipped,validation,hurricane-harvey,usa
midwest-flooding_00000240,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000139,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000429,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000232,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000238,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000292,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000017,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000182,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000264,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000115,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000230,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000391,10m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000178,01m,10m,flipped,validation,midwest-flooding,usa
midwest-flooding_00000332,10m,10m,flipped,validation,midwest-flooding,usa
nepal-flooding_00000251,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000067,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000441,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000283,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000100,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000257,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000084,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000211,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000115,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000531,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000218,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000452,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000252,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000546,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000529,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000008,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000156,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000217,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000311,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000540,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000003,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000331,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000092,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000588,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000189,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000184,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000316,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000116,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000527,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000399,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000525,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000192,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000595,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000207,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000464,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000165,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000101,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000312,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000522,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000516,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000269,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000482,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000503,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000375,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000107,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000453,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000030,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000091,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000177,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000119,30m,30m,flipped,validation,nepal-flooding,india
nepal-flooding_00000378,30m,30m,flipped,validation,nepal-flooding,india
hurricane-florence_00000035,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000050,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000051,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000113,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000133,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000135,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000140,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000158,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000163,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000219,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000263,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000382,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000384,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000388,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000444,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000456,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000457,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000466,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000485,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000492,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000496,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000500,10m,10m,original,test,hurricane-florence,usa
hurricane-florence_00000525,10m,10m,original,test,hurricane-florence,usa
hurricane-harvey_00000003,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000006,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000038,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000046,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000082,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000089,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000090,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000097,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000130,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000132,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000212,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000228,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000246,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000257,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000268,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000269,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000318,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000320,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000326,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000331,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000338,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000342,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000351,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000361,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000383,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000429,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000455,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000457,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000468,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000496,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000498,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000505,01m,10m,original,test,hurricane-harvey,usa
hurricane-harvey_00000518,01m,10m,original,test,hurricane-harvey,usa
midwest-flooding_00000021,01m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000198,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000206,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000213,01m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000233,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000239,01m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000266,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000284,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000296,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000329,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000334,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000355,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000399,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000400,10m,10m,original,test,midwest-flooding,usa
midwest-flooding_00000433,10m,10m,original,test,midwest-flooding,usa
nepal-flooding_00000032,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000036,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000071,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000075,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000077,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000081,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000099,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000118,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000130,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000144,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000145,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000166,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000169,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000190,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000195,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000197,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000200,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000206,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000222,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000225,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000237,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000248,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000250,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000256,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000259,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000261,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000263,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000267,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000272,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000277,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000280,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000297,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000338,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000355,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000356,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000360,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000381,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000386,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000388,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000394,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000422,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000473,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000489,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000501,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000505,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000512,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000551,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000575,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000580,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000591,30m,30m,original,test,nepal-flooding,india
nepal-flooding_00000613,30m,30m,original,test,nepal-flooding,india
